1802.298828	3248.880615
1801.329102	3378.736084
1800.360352	3298.166260
1799.390625	3312.484619
1798.420898	3209.498291
1797.451172	3099.067383
1796.481445	3090.963867
1795.510742	3005.542725
1794.540039	2927.636475
1793.570313	2974.422852
1792.598633	3090.986572
1791.627930	3135.229004
1790.657227	3094.734619
1789.685547	2986.992676
1788.713867	2976.432617
1787.742188	3060.505615
1786.769531	3144.544922
1785.797852	3198.679688
1784.825195	3215.461182
1783.852539	3341.718750
1782.879883	3355.976807
1781.907227	3380.178223
1780.933594	3449.131104
1779.960938	3418.605957
1778.987305	3574.525146
1778.013672	3601.147705
1777.039063	3406.615234
1776.065430	3415.870605
1775.090820	3283.547119
1774.116211	3186.042236
1773.141602	3182.921631
1772.166992	3457.817627
1771.191406	3511.724854
1770.216797	3590.422852
1769.241211	3569.857666
1768.265625	3698.118164
1767.289063	3739.534180
1766.313477	3823.081543
1765.336914	3757.866699
1764.360352	3873.594482
1763.383789	3763.794922
1762.407227	3797.723389
1761.429688	3687.982422
1760.453125	3716.959473
1759.475586	3632.036621
1758.498047	3888.742920
1757.519531	4051.302734
1756.541992	4149.464355
1755.563477	4190.687988
1754.584961	4140.380859
1753.606445	4099.985352
1752.627930	3866.761963
1751.648438	3900.592773
1750.668945	3877.568359
1749.689453	3876.790771
1748.709961	3969.887451
1747.730469	4020.958740
1746.750977	3904.091309
1745.770508	3866.274902
1744.790039	3700.117188
1743.809570	3921.485352
1742.828125	3839.274414
1741.847656	3912.511230
1740.866211	3803.204102
1739.884766	3775.315918
1738.903320	3774.558105
1737.921875	3773.800537
1736.939453	3701.574463
1735.957031	3629.377441
1734.975586	3818.333740
1733.992188	3908.696045
1733.009766	3986.709717
1732.026367	3948.979736
1731.043945	4009.723389
1730.060547	3814.501709
1729.077148	3808.814453
1728.092773	3697.350342
1727.109375	3509.686768
1726.125000	3845.863525
1725.140625	3899.177734
1724.156250	3967.218506
1723.170898	4037.688965
1722.186523	3916.483887
1721.201172	3768.305420
1720.215820	3932.102051
1719.230469	3828.179199
1718.245117	3778.308838
1717.258789	3865.913086
1716.272461	4034.465576
1715.286133	3977.222412
1714.299805	4032.843262
1713.313477	4063.915771
1712.326172	4264.168945
1711.338867	4295.182129
1710.351563	4416.873047
1709.364258	4364.521973
1708.376953	4385.694824
1707.388672	4394.610840
1706.400391	4393.726563
1705.412109	4417.329102
1704.423828	4590.257813
1703.434570	4758.221680
1702.446289	4904.092773
1701.457031	4859.065918
1700.467773	5029.319336
1699.478516	5118.796875
1698.488281	5337.833008
1697.499023	5300.087891
1696.508789	5460.337891
1695.518555	5393.258301
1694.527344	5389.729004
1693.537109	5417.956055
1692.545898	5841.812500
1691.554688	5774.708984
1690.563477	6015.229004
1689.572266	5916.386719
1688.580078	5824.905273
1687.588867	6084.787109
1686.596680	6103.075195
1685.604492	6040.875488
1684.611328	6054.287598
1683.619141	6018.937988
1682.625977	6022.599609
1681.632813	6016.511719
1680.639648	6049.407715
1679.646484	6033.572754
1678.652344	6110.287109
1677.658203	6099.315918
1676.664063	5971.498535
1675.669922	6306.168945
1674.675781	6304.896973
1673.680664	6147.920410
1672.686523	6063.978516
1671.691406	6254.875977
1670.695313	6066.394531
1669.700195	6172.131348
1668.704102	5862.220215
1667.708984	6016.554199
1666.712891	5986.186035
1665.715820	5984.978027
1664.719727	6097.908203
1663.722656	6123.385254
1662.725586	5998.346680
1661.728516	6045.675781
1660.731445	6182.766602
1659.734375	6149.979980
1658.736328	6209.376465
1657.738281	6096.569824
1656.740234	6238.387695
1655.742188	6452.869629
1654.743164	6247.985352
1653.745117	6423.608887
1652.746094	6398.084961
1651.747070	6367.726563
1650.747070	6090.375488
1649.748047	6258.623535
1648.748047	6305.771484
1647.748047	6662.679688
1646.748047	6501.635254
1645.748047	6485.806152
1644.747070	6622.359863
1643.746094	6468.674316
1642.745117	6583.416504
1641.744141	6429.800781
1640.743164	6476.834961
1639.741211	6330.550781
1638.739258	6365.506348
1637.737305	6427.015625
1636.735352	6440.204102
1635.733398	6238.515625
1634.730469	6275.874023
1633.727539	6235.991211
1632.724609	6314.352539
1631.721680	6226.230957
1630.718750	6263.560547
1629.714844	6153.781738
1628.710938	6193.520508
1627.707031	6360.993652
1626.703125	6359.706055
1625.698242	6541.533203
1624.693359	6542.617188
1623.688477	6500.349121
1622.683594	6402.715332
1621.678711	6374.936523
1620.672852	6178.681152
1619.667969	5972.878906
1618.662109	6024.601074
1617.656250	6194.170898
1616.649414	6079.880371
1615.643555	6162.807129
1614.636719	5918.750000
1613.629883	6052.149414
1612.623047	6084.565918
1611.615234	6364.434570
1610.607422	6603.354004
1609.600586	6472.328613
1608.592773	6586.270020
1607.583984	6378.480469
1606.576172	6535.596680
1605.567383	6392.691895
1604.558594	6357.807129
1603.549805	6613.176758
1602.541016	6854.053711
1601.531250	6950.969727
1600.522461	6774.562012
1599.512695	6737.236816
1598.502930	6846.097656
1597.492188	6883.040527
1596.482422	6886.434570
1595.471680	7011.961426
1594.460938	6953.074707
1593.450195	7157.532227
1592.438477	7486.359863
1591.427734	7563.804688
1590.416016	7626.862793
1589.404297	7610.962891
1588.392578	7681.159668
1587.379883	7557.663574
1586.367188	7599.156250
1585.355469	7719.500000
1584.341797	7746.605469
1583.329102	7754.587891
1582.316406	7738.681641
1581.302734	7837.405273
1580.289063	7912.213379
1579.275391	7982.216309
1578.260742	7696.596191
1577.247070	7678.329590
1576.232422	7774.577637
1575.217773	7737.221191
1574.203125	7561.572266
1573.188477	7335.928223
1572.172852	7417.863770
1571.157227	7680.885254
1570.141602	7584.017090
1569.125977	7468.130371
1568.109375	7688.108887
1567.093750	7467.474121
1566.077148	7677.839844
1565.060547	7564.406738
1564.042969	7593.804688
1563.026367	7554.191406
1562.008789	7678.730469
1560.991211	7905.485352
1559.973633	7725.540039
1558.956055	7728.722656
1557.937500	7853.122559
1556.918945	7666.167480
1555.900391	7838.046875
1554.881836	7943.344238
